Northing,Easting,Depth (ft),Formation,Pore pressure,Fracture pressure,Mud pressure (psi),Hole size (in),METERAGE,DRLTIME,WOB,Pump flow rate,Pump pressure,MFVIS,RETSOLID,FAN600,FAN300,MIN10GEL,RPM,MUDLOSSU
1927084,1012494,2392,9,2152.8,2631.2,2228.148,12.25,8,5,22.5,450,2450,54,40,126,72,4,75,0
1904100,1025650,3556,2,1297.94,2631.44,1374.0384,8.375,13,8,22.5,260,400,35,7,19,12,3,145,15
1920957,1012336,3171,11,1648.92,2631.93,1575.3528,12.25,37,21,22.5,550,1290,47,16,52,34,9,175,0
1911340,1016947,3558,2,1298.67,2632.92,1473.012,8.375,22,13,12.5,250,405,47,14,50,30,3,115,0
1936056,1006641,3558,2,1298.67,2632.92,1399.3614,5.625,8,2,5,180,1310,40,7,39,24,2,70,8
1893525,1037863,3558,2,1298.67,2632.92,1423.9116,8.375,52,22,15,350,975,40,6,28,17,3,35,10
1906000,1029100,3558,2,1298.67,2632.92,1399.3614,6.125,90,24,17.5,270,2725,37,0,48,30,4,127.5,30
1913770,1018319,3173,11,1649.96,2633.59,1434.03735,8.375,74,24,11.5,230,335,45,16,45,26,4,60,0
1901163,1028822,3559,2,1299.035,2633.66,1387.47615,8.375,13,2,11.5,260,425,38,0,31,18,2,75,0
1906792,1028644,3559,2,1299.035,2633.66,1448.8689,4.125,33,19,7.5,130,1950,40,12,27,16,1,85,0
1908883,1022901,3559,15,1921.86,2633.66,1718.997,6.125,5,2,10,120,1225,53,10,71,44,6,55,5
1896320,1038267,3560,2,1299.4,2634.4,1424.712,4.125,55,20,5,220,2325,37,2,18,10,1,42.5,0
1928249,1011699,3560,2,1299.4,2634.4,1387.866,8.375,57,13,17.5,250,450,42,2,42,26,5,145,0
1921175,1013094,3560,15,1922.4,2634.4,1866.864,12.25,4.5,7,25,600,1750,47,17,68,43,7,185,0
1899352,1035235,3561,2,1299.765,2635.14,1449.6831,8.375,69,23,12.5,530,2000,42,4,46,28,4,100,22
1936056,1006641,3562,2,1300.13,2635.88,1400.9346,5.625,4,2,5,180,1350,40,7,40,24,2,70,8
1936056,1006641,3564.5,2,1301.0425,2637.73,1401.91785,5.625,2.5,1,5,80,2100,40,7,38,23,2,70,8
1894441,1038408,3566,2,1301.59,2638.84,1451.7186,8.375,46,24,20,350,750,37,6,37,22,2,85,20
1921175,1013094,3566,15,1925.64,2638.84,1870.0104,12.25,6,8,25,600,1750,51,17,78,48,7,185,20
1910015,1018462,2400,7,2160,2640,2450.88,8.375,56,24,12.5,310,1135,65,47,187,103,4,85,60
1913770,1018319,2402,3,2161.8,2642.2,2237.463,12.25,82,21,22.5,600,2775,45,40,118,65,3,175,0
1898014,1035395,3571,2,1303.415,2642.54,1453.7541,8.375,50,24,20,300,425,42,6,32,19,2,120,23
1899352,1035235,3571,2,1303.415,2642.54,1453.7541,8.375,10,4,12.5,530,1910,42,4,47,29,4,100,25
1891035,1040072,3572,2,1303.78,2643.28,1478.808,5.625,45,17,12.5,218,1925,40,0,30,18,5,85,0
1922969,1014522,3572,2,1303.78,2643.28,1602.042,6.125,36,24,14,250,2475,51,11,43,28,10,115,12
1897145,1037320,3572,2,1303.78,2643.28,1503.4548,8.375,65,24,17.5,350,1100,38,8,43,28,5,140,12
1902020,1032125,3572,2,1303.78,2643.28,1429.5144,4.125,50,16,4,180,2300,44,0,33,20,3,72.5,18
1927084,1012494,2404,9,2163.6,2644.4,2239.326,12.25,12,10,22.5,600,2775,52,40,118,67,3,140,0
1893888,1036902,3576,2,1305.24,2646.24,1406.4408,8.5,64,24,15,400,850,36,3,26,15,2,150,6
1908883,1022901,3576,15,1931.04,2646.24,1727.208,6.125,17,5,10,120,1225,53,12,67,42,6,55,8
1900674,1034345,3576,2,1305.24,2646.24,1431.1152,4.125,76,24,7.5,155,2575,45,8,24,15,2,70,16
1918000,1017807,3577,2,1305.605,2646.98,1394.49345,5.625,1,1,8.5,265,1180,38,18,28,18,2,65,70
1891035,1040072,3578,2,1305.97,2647.72,1481.292,5.625,6,2,12.5,218,1925,40,0,35,22,6,85,0
1933305,1007091,3579,2,1306.335,2648.46,1382.9256,8.5,43,24,15,250,600,43,10,28,18,2,90,15
1898058,1036646,3579,2,1306.335,2648.46,1457.0109,8.375,79,24,15,350,625,38,5,25,15,4,135,30
1897139,1036391,3579,2,1306.335,2648.46,1457.0109,8.375,50,24,15,350,650,40,4,28,16,4,135,50
1927084,1012494,3580,2,1306.7,2649.2,1457.418,8.375,34,12,22.5,300,420,34,0,20,13,2,65,0
1921175,1013094,3580,15,1933.2,2649.2,1877.352,12.25,14,18,25,600,1735,45,17,63,39,6,105,0
1915773,1015021,3192,11,1659.84,2649.36,1563.7608,12.25,23,24,22.5,240,420,60,11,72,42,5,135,0
1893595,1039396,3581,2,1307.065,2649.94,1457.8251,4.125,27,24,7.5,165,2275,37,11,27,16,3,65,10
1931442,1006121,3583.5,2,1307.9775,2651.79,1434.1167,8.375,29.5,7.5,15,270,650,40,4,36,22,4,85,26
1890141,1040558,3584,2,1308.16,2652.16,1384.8576,4.125,28,19,5,165,2025,40,0.9,34,21,3,65,30
1911340,1016947,2412,7,2170.8,2653.2,2413.206,12.25,34,16,15,480,2190,65,46,164,91,2,180,160
1901163,1028822,3586,2,1308.89,2653.64,1410.3738,8.375,27,5,10,260,525,38,0,33,19,2,75,0
1936056,1006641,2413,7,2171.7,2654.3,2638.97745,12.25,66,24,22.5,420,1810,70,61,278,152,6,185,162
1901265,1032792,3587,2,1309.255,2654.38,1559.2689,8.375,36,8,10,280,550,41,9,41,25,5,60,10
1896320,1038267,3588,2,1309.62,2655.12,1386.4032,4.125,38,18,7.5,190,2600,38,2,20,12,2,65,8
1899156,1034998,3588,2,1309.62,2655.12,1423.539,4.125,94,19,6.5,190,2375,39,13,38,23,3,55,17
1928249,1011699,3590,2,1310.35,2656.6,1387.176,8.375,30,21,17.5,250,450,40,2,38,24,3,145,0
1897071,1038001,3591,2,1310.715,2657.34,1375.17345,4.125,44,17,7.5,150,1900,33,3,20,12,2,55,4
1922969,1014522,3591,2,1310.715,2657.34,1734.453,5.625,45,24,10,250,1550,50,14,55,32,6,105,4
1932633,1009220,2417,9,2175.3,2658.7,2559.96555,12.25,48,19,17.5,550,2800,66,52,196,109,7,190,425
1906792,1028644,3595,2,1312.175,2660.3,1513.1355,4.125,36,19,7.5,145,2075,42,12,30,18,1,85,0
1891966,1041428,3595,2,1312.175,2660.3,1463.5245,8.375,48,16,15,450,1100,38,8,34,20,2,110,0
1893815,1040244,3595,2,1312.175,2660.3,1488.33,8.375,58.5,22,15,420,1300,35,6,23,15,4,110,0
1908883,1022901,3595,15,1941.3,2660.3,1736.385,6.125,19,5,10,120,1225,54,12,70,44,6,110,15
1908922,1026054,3597,2,1312.905,2661.78,1464.3387,4.125,92,24,6,150,1950,43,7,32,19,2,50,15
1891823,1039898,3600,2,1314,2664,1527.66,8.375,82,22.5,12.5,370,950,37,6,33,19,2,130,10
1936056,1006641,3600,2,1314,2664,1415.88,5.625,35.5,15,12.5,250,1475,40,7,40,24,2,105,17
1893525,1037863,3600,2,1314,2664,1440.72,8.375,42,22,15,380,1150,41,5,29,18,3,42.5,18
1901163,1028822,3601,2,1314.365,2664.74,1416.2733,8.375,15,2,10,260,525,38,0,33,19,2,75,0
1900266,1034376,3601,2,1314.365,2664.74,1465.9671,8.375,69,24,20,350,735,40,6,32,18,3,130,50
1910015,1018462,2423,7,2180.7,2665.3,2474.3676,8.375,23,24,15,310,1250,66,47,190,104,4,85,45
1921175,1013094,3602,15,1945.08,2665.48,1888.8888,12.25,22,19,22.5,600,875,45,18,60,37,6,105,0
1920957,1012336,3602,15,1945.08,2665.48,1814.3274,12.25,117,24,25,550,1400,44,17,46,28,8,175,0
1927084,1012494,3602,2,1314.73,2665.48,1466.3742,8.375,22,19,25,300,485,38,4,26,16,2,65,2
1913770,1018319,3212,11,1670.24,2665.96,1451.6634,8.375,39,8,14,230,335,46,14,46,26,4,60,0
1891035,1040072,3603,2,1315.095,2666.22,1491.642,5.625,25,13,12.5,221,2175,40,0,34,23,5,85,0
1890141,1040558,3603,2,1315.095,2666.22,1379.76885,4.125,70,23,8.5,164,1950,37,10,33,20,2,60,0
1918000,1017807,3604,2,1315.46,2666.96,1405.0194,5.625,27,18,12.5,265,1140,38,16,23,13,2,65,0
1933305,1007091,2425,9,2182.5,2667.5,2325.8175,12.25,92,24,22.5,600,2450,50,41,117,67,3,180,150
1897145,1037320,3606,2,1316.19,2668.44,1517.7654,8.375,34,19,12.5,350,1100,38,8,40,26,5,140,12
1933800,1005840,3607,2,1316.555,2669.18,1455.96555,5.625,55,20,15.5,250,1475,45,4,37,23,4,90,12
1920957,1012336,3217,11,1672.84,2670.11,1642.6002,12.25,46,21,22.5,550,1375,53,16,58,37,9,175,0
1893595,1039396,3609,2,1317.285,2670.66,1494.126,4.125,28,20,7.5,165,2275,38,14,22,13,3,65,8
1901861,1028091,3609,2,1317.285,2670.66,1382.06655,8.375,66,24,22.5,300,380,38,2,27,16,3,140,20
1894441,1038408,3610,2,1317.65,2671.4,1469.631,8.375,44,24,20,350,750,37,6,31,19,2,85,24
1910415,1017902,3612,2,1318.38,2672.88,1470.4452,8.375,72,24,25,280,700,41,15,35,22,2,180,20
1893595,1039396,3614,2,1319.11,2674.36,1471.2594,4.125,68,24,8,152,2275,41,8,36,21,2,75,0
1915773,1015021,3223,11,1675.96,2675.09,1578.9477,12.25,31,24,22.5,240,420,61,11,76,44,5,140,0
1936056,1006641,3615,2,1319.475,2675.1,1421.7795,5.625,15,6,17.5,250,1475,40,7,41,25,2,105,12
1901861,1028091,2432,7,2188.8,2675.2,2433.216,12.25,125,22,17.5,600,2700,70,45,146,86,6,180,350
1890141,1040558,3617,2,1320.205,2676.58,1472.4807,4.125,33,24,5,165,2025,42,14,38,23,3,65,32
1901163,1028822,3620,2,1321.3,2678.8,1423.746,8.375,19,3,10,245,475,38,0,28,16,2,75,0
1904100,1025650,3620,2,1321.3,2678.8,1398.768,8.375,64,24,15,260,400,35,7,19,12,3,145,20
1908883,1022901,3229,11,1679.08,2680.07,1470.4866,8.5,30,24,12.5,280,340,43,10,48,29,4,120,21
1913770,1018319,3622,15,1955.88,2680.28,1699.4424,6.125,107,24,13.5,270,1700,50,14,62,38,6,76,0
1897139,1036391,3622,2,1322.03,2680.28,1474.5162,8.375,43,24,15,350,650,40,5,30,17,4,135,58
1922969,1014522,3622.5,2,1322.2125,2680.65,1624.69125,6.125,50.5,24,16.5,250,2475,51,11,41,27,9,125,14
1921175,1013094,3623,15,1956.42,2681.02,1899.9012,12.25,21,18,22.5,600,875,44,19,59,36,6,105,0
1901265,1032792,3623,2,1322.395,2681.02,1574.9181,8.375,36,12,10,280,550,41,9,41,25,5,60,14
1896320,1038267,3624,2,1322.76,2681.76,1437.822,4.125,64,22,6.5,230,2575,38,2,20,12,2,47.5,8
1922969,1014522,3624,2,1322.76,2681.76,1750.392,5.625,33,24,10,250,1550,54,14,58,37,10,105,10
1913770,1018319,2438,3,2194.2,2681.8,2270.997,12.25,36,18,22.5,590,2800,46,40,117,64,3,175,0
1891035,1040072,3625,2,1323.125,2682.5,1500.75,5.625,22,13,12.5,221,2175,44,0,40,25,6,85,0
1928249,1011699,3625,2,1323.125,2682.5,1400.7,8.375,35,24,17.5,250,450,40,2,41,26,3,145,0
1936056,1006641,3627,2,1323.855,2683.98,1426.4991,5.625,12,3,6,120,810,40,7,42,25,2,65,12
1899352,1035235,3628,2,1324.22,2684.72,1476.9588,8.375,57,24,12.5,550,1840,42,4,40,25,4,100,22
1932633,1009220,2441,8,2196.9,2685.1,2585.38515,12.25,24,10,17.5,550,2800,75,52,241,138,8,190,200
1921175,1013094,3629,15,1959.66,2685.46,1903.0476,12.25,6,6,22.5,600,875,51,19,63,39,7,105,0
1922969,1014522,3630,2,1324.95,2686.2,1753.29,5.625,6,5,10,250,1550,50,12,55,33,8,105,4
1922969,1014522,3630,2,1324.95,2686.2,1628.055,6.125,7.5,2,16.5,250,2475,51,11,49,32,10,125,40
1928249,1011699,2442,9,2197.8,2686.2,2274.723,12.25,21,19,17.5,500,2475,58,40,133,75,6,394,0
1927084,1012494,2442,9,2197.8,2686.2,2274.723,12.25,38,23,22.5,600,2725,50,40,99,58,3,180,80
1901861,1028091,3631,2,1325.315,2686.94,1403.0184,6.125,22,10,17.5,300,1175,39,2,25,16,3,65,24
1918000,1017807,3633,2,1326.045,2688.42,1416.32505,5.625,29,22,12.5,270,1140,38,16,26,15,2,65,0
1906000,1029100,3634,2,1326.41,2689.16,1429.2522,6.125,76,19,17.5,260,2725,37,0,43,27,4,130,33
1908883,1022901,2445,7,2200.5,2689.5,2277.5175,12.25,95,24,20,560,2785,50,41,118,69,3,180,140
1891596,1042164,3635,2,1326.775,2689.9,1479.8085,8.375,46,24,22.5,350,1000,37,6,31,19,3,110,4
1918000,1017807,3636,2,1327.14,2690.64,1417.4946,5.625,3,2,12.5,270,1140,38,16,24,15,2,75,0
1928249,1011699,3636,2,1327.14,2690.64,1404.9504,8.375,11,10,17.5,250,450,42,2,44,28,3,145,10
1896320,1038267,3637,2,1327.505,2691.38,1405.3368,4.125,49,24,7.5,190,2780,38,2,20,12,2,65,5
1908883,1022901,3243,11,1686.36,2691.69,1476.8622,8.5,14,6,12.5,280,340,43,10,50,30,4,120,20
1913770,1018319,2447,3,2202.3,2691.7,2279.3805,12.25,9,4,22.5,590,2800,49,40,117,64,3,175,0
1893888,1036902,3638,2,1327.87,2692.12,1430.8254,8.5,62,24,15,350,700,36,3,28,16,2,150,12
1931442,1006121,3638.5,2,1328.0525,2692.49,1456.1277,8.375,55,13.5,15,270,650,40,4,33,20,3,90,24
1906792,1028644,3639,2,1328.235,2692.86,1556.7642,4.125,44,24,7.5,145,2075,42,14,33,20,1,85,0
1901163,1028822,3642,2,1329.33,2695.08,1419.8337,8.375,22,6,10,255,475,38,0,31,18,2,75,0
1891966,1041428,3642,2,1329.33,2695.08,1482.6582,8.375,47,23,15,450,1125,40,9,37,22,2,110,5
1928249,1011699,3643,2,1329.695,2695.82,1457.9286,8.375,7,6,12.5,250,460,42,4,41,26,3,130,65
1913770,1018319,2451,3,2205.9,2696.1,1166.9211,8.375,4,5,12.5,300,220,27,40,27,5,3,65,0
1908883,1022901,3644,15,1967.76,2696.56,1709.7648,6.125,26,9,8,130,1500,50,9,67,42,6,67.5,0
1936056,1006641,3645,2,1330.425,2697.3,1433.5785,5.625,18,6,4,120,820,40,8,40,24,2,60,12
1906792,1028644,3646,2,1330.79,2698.04,1559.7588,4.125,7,10,7.5,145,2150,42,15,37,22,1,85,0
1893595,1039396,3646,2,1330.79,2698.04,1509.444,4.125,37,24,7.5,165,2275,39,14,32,19,3,65,12
1894441,1038408,3646,2,1330.79,2698.04,1484.2866,8.375,36,24,20,350,750,37,6,30,19,2,85,17
1893525,1037863,3646,2,1330.79,2698.04,1484.2866,8.375,46,22,15,380,1150,41,5,31,19,3,55,20
1890933,1041897,3647,2,1331.155,2698.78,1434.3651,4.125,47,12,7.5,180,1525,40,10,22,13,2,110,40
1897071,1038001,3648,2,1331.52,2699.52,1397.0016,4.125,57,24,7.5,150,1900,39,2,28,16,2,55,2
1908883,1022901,3648,15,1969.92,2699.52,1787.1552,6.125,11,6,10,180,1300,50,13,68,42,8,70,32
1901265,1032792,3650,2,1332.25,2701,1611.84,8.375,27,9,15,280,570,42,10,45,27,5,60,10
1901861,1028091,2456,7,2210.4,2701.6,2541.96,12.25,24,6,15,600,2685,66,48,145,88,10,180,320
1890141,1040558,3651,2,1332.615,2701.74,1486.3221,4.125,34,24,5,165,2025,42,14,31,19,3,65,16
1936056,1006641,3652.5,2,1333.1625,2702.85,1436.52825,5.625,7.5,5,6,120,950,40,8,43,26,2,60,18
1911157,1024154,3654,2,1333.71,2703.96,1411.9056,5.625,4,9,10.5,250,1550,41,6,29,16,10,75,0
1893815,1040244,3654,2,1333.71,2703.96,1512.756,8.375,59,24,15,420,1415,36,7,31,20,4,160,0
1897139,1036391,3654,2,1333.71,2703.96,1487.5434,8.375,32,24,15,350,650,39,5,32,19,5,135,45
1908883,1022901,3656,15,1974.24,2705.44,1715.3952,6.125,12,4,8,130,1500,50,9,67,42,6,67.5,8
1936056,1006641,3657,2,1334.805,2706.18,1438.2981,5.625,4.5,3,4,120,820,41,8,41,25,2,60,0
1900674,1034345,3657,2,1334.805,2706.18,1463.5314,4.125,81,19,7.5,168,2450,45,8,26,16,2,70,6
1913770,1018319,3261,11,1695.72,2706.63,1473.80895,8.375,49,19,14,230,335,45,13,44,25,4,60,0
1901265,1032792,3659,2,1335.535,2707.66,1615.8144,8.375,9,4,15,280,570,42,10,43,26,5,60,12
1893400,1039902,3660,2,1335.9,2708.4,1489.986,8.375,123,22,16.5,400,950,40,5,32,19,3,175,20
1920957,1012336,3660,15,1976.4,2708.4,1843.542,12.25,58,18,28,550,1400,43,17,40,25,9,175,24
1911157,1024154,3660,2,1335.9,2708.4,1414.224,5.625,6,5,10.5,250,1550,41,6,27,15,2,75,30
1900674,1034345,3661,2,1336.265,2709.14,1465.1322,4.125,4,2,7.5,155,2450,46,8,26,16,2,70,20
1900266,1034376,3661,2,1336.265,2709.14,1490.3931,8.375,60,21,20,350,850,40,6,32,18,3,135,40
1936056,1006641,3662,2,1336.63,2709.88,1440.2646,5.625,5,2,4,120,820,41,8,42,25,2,60,0
1927084,1012494,3662,2,1336.63,2709.88,1490.8002,8.375,60,24,25,300,485,38,4,28,17,2,65,2
1911157,1024154,3663,2,1336.995,2710.62,1415.3832,5.625,3,3,10.5,195,1925,45,6,29,17,3,75,0
1890803,1042438,3663,2,1336.995,2710.62,1491.2073,8.375,21,4,18,350,630,35,7,37,21,4,90,5
1908883,1022901,3663,15,1978.02,2710.62,1794.5037,6.125,15,12,19,180,1300,48,12,68,41,6,80,35
1890141,1040558,3664,2,1337.36,2711.36,1491.6144,4.125,13,11,5,165,2025,43,15,36,22,3,65,12
1936056,1006641,3666,2,1338.09,2712.84,1441.8378,5.625,4,2,4,120,820,42,8,45,27,2,60,0
1899156,1034998,3666,2,1338.09,2712.84,1517.724,4.125,78,23,6.5,190,2425,40,15,37,22,3,55,15
1920957,1012336,3270,11,1700.4,2714.1,1669.662,12.25,53,22.5,27.5,550,1375,50,17,59,38,9,175,0
1901163,1028822,3669,2,1339.185,2715.06,1430.35965,8.375,27,9,10,255,475,38,0,29,17,2,75,0
1897139,1036391,3670,2,1339.55,2715.8,1494.057,8.375,16,12,15,350,650,40,6,32,18,5,135,50
1911340,1016947,2470,7,2223,2717,2454.192,12.25,58,24,15,480,2190,63,44,160,89,2,180,128
1890141,1040558,3672,2,1340.28,2717.28,1494.8712,4.125,8,4,6.5,160,2200,42,15,33,20,3,65,5
1897145,1037320,3672,2,1340.28,2717.28,1545.5448,8.375,66,24,17.5,350,1100,38,8,41,27,5,140,6
1908883,1022901,3674,15,1983.96,2718.76,1723.8408,6.125,18,6,8,130,1500,50,9,70,44,6,67.5,9
1891823,1039898,3674,2,1341.01,2718.76,1559.0619,8.375,74,24,15,370,965,38,6,35,20,2,130,24
1927084,1012494,3675,2,1341.375,2719.5,1496.0925,8.375,13,8,25,300,485,38,4,28,17,2,65,2
1906792,1028644,3675,2,1341.375,2719.5,1496.0925,4.125,132,21,7.5,151,2650,43,4,37,22,2,90,7
1904100,1025650,3675,2,1341.375,2719.5,1420.02,8.375,55,23,17.5,260,400,35,8,20,14,4,145,23
1891596,1042164,3675,2,1341.375,2719.5,1496.0925,8.375,40,24,22.5,350,875,38,6,34,20,3,135,30
1893595,1039396,3676,2,1341.74,2720.24,1496.4996,4.125,62,17,8,152,2275,41,8,36,22,2,75,0
1908922,1026054,3676,2,1341.74,2720.24,1496.4996,4.125,79,20,6,150,1950,44,7,45,26,3,50,18
1927084,1012494,2473,9,2225.7,2720.3,2320.6632,12.25,31,22,22.5,600,2725,50,42,116,66,3,180,96
1901163,1028822,3678,2,1342.47,2721.72,1433.8683,8.375,9,7,11,250,660,38,0,31,18,2,70,32
1890349,1049982,3679,2,1342.835,2722.46,1523.106,8.375,38,15,20,300,530,35,12,25,15,1,75,0
1936056,1006641,3680,2,1343.2,2723.2,1498.128,5.625,14,10,8.5,250,1550,42,8,44,27,3,85,0
1927084,1012494,3680,2,1343.2,2723.2,1498.128,8.375,5,5,17.5,300,485,38,4,26,16,2,65,3
1911157,1024154,3680,2,1343.2,2723.2,1421.952,5.625,17,10,10.5,195,1925,40,6,24,15,2,75,10
1928249,1011699,3680,2,1343.2,2723.2,1472.736,8.375,37,24,20,300,515,42,4,40,25,3,145,20
1928249,1011699,2476,9,2228.4,2723.6,2306.394,12.25,34,12,17.5,500,2475,55,40,132,74,6,190,0
1918000,1017807,3684,2,1344.66,2726.16,1436.2074,5.625,48,24,12.5,270,1140,38,15,29,18,2,75,0
1891035,1040072,3684,2,1344.66,2726.16,1525.176,5.625,59,24,12.5,221,2175,43,0,40,25,6,92.5,0
1893595,1039396,3684,2,1344.66,2726.16,1550.5956,4.125,38,24,7.5,165,2300,40,16,27,17,3,65,10
1932633,1009220,3685,2,1345.025,2726.9,1411.17075,5.625,8,2,17.5,300,1925,46,4,51,30,2,105,116
1936056,1006641,2479,7,2231.1,2726.9,2711.15835,12.25,66,24,27.5,420,1875,67,61,268,146,5,185,192
1915773,1015021,3687,15,1990.98,2728.38,1908.0225,8.375,42,21,20,280,675,54,18,115,68,12,125,0
1893525,1037863,3687,2,1345.755,2728.38,1500.9777,8.375,41,22,15,380,1200,41,5,33,20,3,55,20
1890141,1040558,3688,2,1346.12,2729.12,1412.3196,4.125,85,24,7.5,164,1850,36,10,35,21,2,60,15
1901163,1028822,3688,2,1346.12,2729.12,1450.4904,8.375,10,4,11.5,250,525,38,0,31,18,2,75,16
1894441,1038408,3688,2,1346.12,2729.12,1501.3848,8.375,42,24,20,350,775,37,6,32,20,2,85,24
1915773,1015021,3689,15,1992.06,2729.86,1909.0575,8.375,2,2,15,285,350,55,18,121,73,12,115,0
1908883,1022901,3691,15,1993.14,2731.34,1731.8172,6.125,17,8,8,130,1500,52,9,67,42,6,67.5,11
1887965,1044892,3693,2,1347.945,2732.82,1541.64285,8.375,38,13,12.5,300,300,33,20,24,14,2,65,0
1911157,1024154,3694,2,1348.31,2733.56,1427.3616,5.625,14,9,10.5,200,1925,40,6,24,15,3,75,0
1908883,1022901,3695,15,1995.3,2734.3,1733.694,6.125,4,5,8,122,1225,52,10,70,44,8,67.5,6
1901265,1032792,3695,2,1348.675,2734.3,1631.712,8.375,36,8,15,280,600,42,10,48,29,5,60,12
1899352,1035235,3695,2,1348.675,2734.3,1504.2345,8.375,67,23,17.5,550,1810,40,6,40,25,4,105,22
1908883,1022901,3295,11,1713.4,2734.85,1523.2785,8.5,52,19,12.5,270,330,44,12,53,32,5,125,40
1908883,1022901,3696,15,1995.84,2735.04,1823.4216,6.125,14,12,9,250,2100,54,14,70,46,12,85,10
1934676,1008730,2487,7,2238.3,2735.7,2513.98395,12.25,71,24,22.5,500,2475,58,47,170,94,5,180,100
1927084,1012494,2487,9,2238.3,2735.7,2350.9611,12.25,14,21,22.5,600,2725,50,42,120,68,3,180,120
1936056,1006641,3697,2,1349.405,2735.78,1530.558,5.625,17,15,8.5,250,1775,43,8,51,31,3,100,0
1906000,1029100,3697,2,1349.405,2735.78,1454.0301,6.125,63,24,17.5,260,2685,37,0,43,27,4,130,33
1891966,1041428,3698,2,1349.77,2736.52,1505.4558,8.375,56,24,15,450,1150,40,8,33,20,2,110,8
1908883,1022901,3699,15,1997.46,2737.26,1824.90165,6.125,3,8,5,230,2300,52,14,68,44,10,90,6
1896320,1038267,3700,2,1350.5,2738,1467.975,4.125,76,22,6.5,230,2575,38,2,25,15,2,47.5,15
1899352,1035235,3700,2,1350.5,2738,1506.27,8.375,5,3,17.5,550,1810,42,6,42,26,4,105,20
1887285,1045213,3701,2,1350.865,2738.74,1532.214,8.5,26,12,20,300,450,37,4,33,20,2,80,0
1910015,1018462,2490,7,2241,2739,2542.788,8.375,67,24,15,300,1275,66,47,186,102,4,85,60
1901163,1028822,3704,2,1351.96,2740.96,1456.7832,8.375,16,10,11.5,250,595,39,0,31,18,2,75,20
1893595,1039396,3705,2,1352.325,2741.7,1559.4345,4.125,21,18,7.5,165,2300,40,16,29,18,3,65,10
1900266,1034376,3706,2,1352.69,2742.44,1508.7126,8.375,45,24,17.5,350,850,40,6,33,20,3,135,30
1893888,1036902,3707,2,1353.055,2743.18,1457.9631,8.5,69,24,22.5,350,725,37,3,36,20,3,150,6
1927084,1012494,3708,2,1353.42,2743.92,1509.5268,8.375,22,24,17.5,310,590,37,6,27,17,2,110,0
1910415,1017902,2495,7,2245.5,2744.5,2513.463,12.25,109,24,15,470,2000,62,46,156,88,3,180,120
1936056,1006641,3709,2,1353.785,2744.66,1637.8944,5.625,12,12,8.5,250,2025,46,10,51,31,3,155,0
1896320,1038267,3710,2,1354.15,2745.4,1433.544,4.125,73,24,5.5,185,2735,39,2,22,14,3,65,2
1901861,1028091,3711,2,1354.515,2746.14,1433.9304,6.125,80,24,17.5,300,1195,38,3,23,15,3,65,24
1891596,1042164,3711,2,1354.515,2746.14,1510.7481,8.375,36,24,22.5,350,875,39,8,36,21,3,135,40
1920957,1012336,3712,15,2004.48,2746.88,1869.7344,12.25,52,24,28,550,1400,44,17,46,29,7,175,24
1906792,1028644,3715,2,1355.975,2749.1,1589.277,4.125,61,24,7.5,145,2175,44,14,39,23,1,85,0
1893525,1037863,3715,2,1355.975,2749.1,1512.3765,8.375,28,13,15,380,1200,42,5,35,21,3,60,20
1908883,1022901,3716,15,2006.64,2749.84,1743.5472,6.125,21,9,8,122,1225,53,10,71,45,6,67.5,9
1936056,1006641,3716,2,1356.34,2749.84,1640.9856,5.625,7,8,8.5,250,2025,46,10,48,29,3,155,15
1897145,1037320,3716,2,1356.34,2749.84,1564.0644,8.375,44,20,17.5,350,1100,38,8,40,26,5,140,17
1928249,1011699,3716,2,1356.34,2749.84,1487.1432,8.375,36,24,20,250,480,42,4,37,23,3,165,20
1893888,1036902,2500,9,2250,2750,2328.75,12.25,7,12,21,500,2590,33,40,138,75,3,90,0
1904100,1025650,2500,7,2250,2750,2622,12.25,136,24,17.5,500,2735,65,45,210,115,5,175,60
1908883,1022901,3717,15,2007.18,2750.58,1872.2529,6.125,18,23,7.5,230,2300,50,15,77,50,10,95,9
1901163,1028822,2502,7,2251.8,2752.2,2520.5148,12.25,120,21,25,550,2825,65,46,157,87,4,190,0
1890141,1040558,3721,2,1358.165,2753.54,1540.494,4.125,33,10,7.5,164,1850,43,20,41,25,3,60,0
1897071,1038001,3723,2,1358.895,2755.02,1438.5672,4.125,75,24,7.5,150,1950,40,2,27,15,2,55,1
1932633,1009220,2505,8,2254.5,2755.5,2653.17075,12.25,64,20,22.5,540,2800,75,52,205,116,7,190,300
1920957,1012336,3724,15,2010.96,2755.76,1875.7788,12.25,12,8.5,28,550,1400,50,17,51,33,8,175,0
1900674,1034345,3725,2,1359.625,2756.5,1490.745,4.125,64,17,6.5,151,2490,46,8,27,17,2,75,7
1890803,1042438,3725,2,1359.625,2756.5,1516.4475,8.375,62,24,11.5,480,1135,36,6,44,26,3,90,24
1913770,1018319,3726,15,2012.04,2757.24,1748.2392,6.125,104,24,13.5,270,1700,49,14,62,38,6,130,0
1894441,1038408,3726,2,1359.99,2757.24,1516.8546,8.375,38,24,20,350,800,38,6,28,18,2,85,24
1904100,1025650,3728,2,1360.72,2758.72,1440.4992,8.375,53,24,17.5,260,400,35,8,24,16,4,145,22
